account_type,institution,source_description,description,amount,transaction_type,matched_transaction_type_rule_id
checking,Wells Fargo,PURCHASE AUTHORIZED ON 11/13 WM SUPERC WAL-MART SUP BLOOMSBURG PA P000000636619355 <SEXY_WIFE>,WM SUPERC WAL-MART SUP BLOOMSBURG PA P000000636619355 <SEXY_WIFE>,-55.82,purchase,WD_001
checking,Wells Fargo,CHECK # 7580,CHECK # 7580,-650,check,CHECK_001
checking,Wells Fargo,BILL PAY VEOLIA WATER ON-LINE <ACCOUNT> ON 11-14,BILL PAY VEOLIA WATER ON-LINE <ACCOUNT> ON 11-14,-75,bill_payment,BILLPAY_001
checking,Wells Fargo,BILL PAY LINCOLN NAT LIFE INS MFT ON-LINE <ACCOUNT> ON 11-14,BILL PAY LINCOLN NAT LIFE INS MFT ON-LINE <ACCOUNT> ON 11-14,-90,bill_payment,BILLPAY_001
checking,Wells Fargo,BILL PAY PPL ELECTRIC UTILITIES ON-LINE <ACCOUNT> ON 11-15,BILL PAY PPL ELECTRIC UTILITIES ON-LINE <ACCOUNT> ON 11-15,-175.92,bill_payment,BILLPAY_001
checking,Wells Fargo,FIDELITY FPRS <DATECODE> 82831 <ACCOUNT> MARGARET KNOWLES-TUCHM,FIDELITY FPRS <DATECODE> 82831 <ACCOUNT> MARGARET KNOWLES-TUCHM,-178.73,purchase,WD_001
checking,Wells Fargo,FARMERS PC RP INS PAYMNT NOV 22 <ACCOUNT> TUCHMAN MICHAEL,FARMERS PC RP INS PAYMNT NOV 22 <ACCOUNT> TUCHMAN MICHAEL,-255.54,purchase,WD_001
checking,Wells Fargo,PURCHASE AUTHORIZED ON 11/15 GIANT 6262 328 CHURCH DANVILLE PA P000000081019559 CARD 9321,GIANT 6262 328 CHURCH DANVILLE PA P000000081019559 CARD 9321,-49,purchase,WD_001
checking,Wells Fargo,CHECK # 7548,CHECK # 7548,-121.9,check,CHECK_001
checking,Wells Fargo,PURCHASE AUTHORIZED ON 11/18 GIANT 6262 328 CHURCH DANVILLE PA P000000187134015 CARD 9321,GIANT 6262 328 CHURCH DANVILLE PA P000000187134015 CARD 9321,-208.28,purchase,WD_001
checking,Wells Fargo,PURCHASE AUTHORIZED ON 11/17 BETH MAIN LPC BCC WWW.BETHMAIN. ME S462321848090383 CARD 9321,BETH MAIN LP C BCC WWW. BETHMAIN. ME S462321848090383 CARD 9321,-220,purchase,WD_001
checking,Wells Fargo,ONLINE SCHED PAYMENT REF #OP0GXKQ9JK TO PERSONAL LINE OF CREDIT <ACCOUNT>,ONLINE SCHED PAYMENT REF #OP0GXKQ9JK TO PERSONAL LINE OF CREDIT <ACCOUNT>,-300,purchase,WD_001
checking,Wells Fargo,CHECK # 7549,CHECK # 7549,-450.5,check,CHECK_001
checking,Wells Fargo,PURCHASE AUTHORIZED ON 11/18 SHEETZ 0372 0000 DANVILLE PA S382322459915485 CARD 9321,SHEETZ 0372 0000 DANVILLE PA S382322459915485 CARD 9321,-11.28,purchase,WD_001
checking,Wells Fargo,PURCHASE AUTHORIZED ON 11/20 GIANT 6262 328 CHURCH DANVILLE PA P000000184708228 <SEXY_WIFE>,GIANT 6262 328 CHURCH DANVILLE PA P000000184708228 <SEXY_WIFE>,-17.24,purchase,WD_001
checking,Wells Fargo,PURCHASE AUTHORIZED ON 11/20 CREST HAVEN DANVILLE PA S302324663192602 CARD 9321,CREST HAVEN DANVILLE PA S302324663192602 CARD 9321,-27.73,purchase,WD_001
checking,Wells Fargo,PURCHASE AUTHORIZED ON 11/20 WEIS MARKETS 01 DANVILLE PA P000000383530946 CARD 9321,WEIS MARKETS 01 DANVILLE PA P000000383530946 CARD 9321,-28.4,purchase,WD_001
checking,Wells Fargo,PURCHASE AUTHORIZED ON 11/20 VIAJES ATALAYA SA EIVISSA ESP S582324596513017 <SEXY_WIFE>,VIAJES ATALAYA SA EIVISSA ESP S582324596513017 <SEXY_WIFE>,-395.33,purchase,WD_001
checking,Wells Fargo,PURCHASE AUTHORIZED ON 11/20 3745 GREAT CLIPS W DANVILLE PA S582324635724336 <SEXY_WIFE>,3745 GREAT CLIPS W DANVILLE PA S582324635724336 <SEXY_WIFE>,-42.98,purchase,WD_001
checking,Wells Fargo,PURCHASE AUTHORIZED ON 11/18 RUYEE RESTAURANT DANVILLE PA S582323005794025 CARD 9321,RUYEE RESTAURANT DANVILLE PA S582323005794025 CARD 9321,-46.57,purchase,WD_001
checking,Wells Fargo,CHECK # 7570,CHECK # 7570,-65,check,CHECK_001
checking,Wells Fargo,PURCHASE AUTHORIZED ON 11/19 GIANT 6262 328 CHURCH DANVILLE PA P000000880766903 CARD 9321,GIANT 6262 328 CHURCH DANVILLE PA P000000880766903 CARD 9321,-7.64,purchase,WD_001
checking,Wells Fargo,PURCHASE AUTHORIZED ON 11/20 PERKINS RESTAURANT DANVILLE PA S462324605609136 CARD 9321,PERKINS RESTAURANT DANVILLE PA S462324605609136 CARD 9321,-31.61,purchase,WD_001
checking,Wells Fargo,PURCHASE AUTHORIZED ON 11/23 GIANT 6262 328 CHURCH DANVILLE PA P000000784482928 CARD 9321,GIANT 6262 328 CHURCH DANVILLE PA P000000784482928 CARD 9321,-37.25,purchase,WD_001
checking,Wells Fargo,PURCHASE AUTHORIZED ON 11/22 BURGER KING #1734 DANVILLE PA S382326831107171 CARD 9321,BURGER KING #1734 DANVILLE PA S382326831107171 CARD 9321,-14.81,purchase,WD_001
checking,Wells Fargo,PURCHASE AUTHORIZED ON 11/23 BLOOMIN BAGELS I BLOOMSBURG PA S462327475521953 CARD 9321,BLOOMIN BAGELS I BLOOMSBURG PA S462327475521953 CARD 9321,-16,purchase,WD_001
checking,Wells Fargo,RECURRING TRANSFER TO KNOWLES TUCHMAN M REF #OP0GZ6R3GK WAY2SAVE SAVINGS SUPPORT CUSHION FOR RENT ETC,RECURRING TRANSFER TO KNOWLES TUCHMAN M REF #OP0GZ6R3GK WAY2SAVE SAVINGS SUPPORT CUSHION FOR RENT ETC,-200,transfer,TRANSFER_001
checking,Wells Fargo,RECURRING TRANSFER TO TUCHMAN D REF #OP0GZ7WN6Z EVERYDAY CHECKING MONTHLY EXP,RECURRING TRANSFER TO TUCHMAN D REF #OP0GZ7WN6Z EVERYDAY CHECKING MONTHLY EXP,-300,transfer,TRANSFER_001
checking,Wells Fargo,GEISINGER PR PAYMENT <DATECODE> <ID> MARGARET KNOWLES-TUCHM,GEISINGER PR PAYMENT <DATECODE> <ID> MARGARET KNOWLES-TUCHM,1722.58,deposit,DEP_001
checking,Wells Fargo,ONLINE TRANSFER FROM TUCHMAN A CHECKING <ACCOUNT> REF #IB0GZD7VLB ON <DATE>,ONLINE TRANSFER FROM TUCHMAN A CHECKING <ACCOUNT> REF #IB0GZD7VLB ON <DATE>,3500,deposit,DEP_001
checking,Wells Fargo,CHECK # 7571,CHECK # 7571,-38,check,CHECK_001
checking,Wells Fargo,PWP MUSIKA LESS PRIVACYCOM TN: 7635194 (<PHONE>,PWP MUSIKA LESS PRIVACYCOM TN: 7635194 (<PHONE>,-384,purchase,WD_001
checking,Wells Fargo,M.I.T FEDERAL CU TRANSFER 89947 MICHAEL FREDRIC TUCHMA,M. I. T FEDERAL CU TRANSFER 89947 MICHAEL FREDRIC TUCHMA,-441.99,transfer,TRANSFER_001
checking,Wells Fargo,PURCHASE AUTHORIZED ON 11/25 OLIRAN JAPANESE RE BLOOMSBURG PA S582329811524126 CARD 9321,OLIRAN JAPANESE RE BLOOMSBURG PA S582329811524126 CARD 9321,-88,purchase,WD_001
checking,Wells Fargo,CHECK # 7572,CHECK # 7572,-3500,check,CHECK_001
checking,Wells Fargo,M.I.T FEDERAL CU TRANSFER 89947 MICHAEL FREDRIC TUCHMA,M. I. T FEDERAL CU TRANSFER 89947 MICHAEL FREDRIC TUCHMA,-387.13,transfer,TRANSFER_001
checking,Wells Fargo,BILL PAY UGI PENN NATURAL GAS ON-LINE <ACCOUNT> ON 11-29,BILL PAY UGI PENN NATURAL GAS ON-LINE <ACCOUNT> ON 11-29,-41.72,bill_payment,BILLPAY_001
checking,Wells Fargo,VENMO PAYMENT <DATECODE> <ID> <HUSBAND>,VENMO PAYMENT <DATECODE> <ID> <HUSBAND>,-40,purchase,WD_001
checking,Wells Fargo,WEST COAST LIFE INS. PREM. <DATECODE> WC1Z02468012 MARGARET KNOWLES-TUCHM,WEST COAST LIFE INS. PREM. <DATECODE> WC1Z02468012 MARGARET KNOWLES-TUCHM,-42.7,purchase,WD_001
checking,Wells Fargo,ONLINE TRANSFER TO TUCHMAN D EVERYDAY CHECKING <ACCOUNT> REF #IB0H2Z36PR ON <DATE>,ONLINE TRANSFER TO TUCHMAN D EVERYDAY CHECKING <ACCOUNT> REF #IB0H2Z36PR ON <DATE>,-300,transfer,TRANSFER_001
checking,Wells Fargo,PURCHASE AUTHORIZED ON 12/01 GIANT 6262 328 CHURCH DANVILLE PA P000000780799146 CARD 9321,GIANT 6262 328 CHURCH DANVILLE PA P000000780799146 CARD 9321,-49.52,purchase,WD_001
checking,Wells Fargo,ONLINE TRANSFER FROM TUCHMAN D WAY2SAVE SAVINGS <ACCOUNT> REF #IB0H2Z3L6T ON <DATE>,ONLINE TRANSFER FROM TUCHMAN D WAY2SAVE SAVINGS <ACCOUNT> REF #IB0H2Z3L6T ON <DATE>,300,deposit,DEP_001
checking,Wells Fargo,RECURRING PAYMENT AUTHORIZED ON 11/30 HLU*HULU <ID> HULU.COM/BILL CA S462335181878616 CARD 9321,HLU*HULU <ID> HULU. COM/BILL CA S462335181878616 CARD 9321,-15.89,purchase,WD_001
checking,Wells Fargo,ONLINE TRANSFER TO TUCHMAN D EVERYDAY CHECKING <ACCOUNT> REF #IB0H3DMHQR ON <DATE>,ONLINE TRANSFER TO TUCHMAN D EVERYDAY CHECKING <ACCOUNT> REF #IB0H3DMHQR ON <DATE>,-240,transfer,TRANSFER_001
checking,Wells Fargo,PURCHASE AUTHORIZED ON 12/01 BURGER KING #1734 DANVILLE PA S462335840639914 CARD 9321,BURGER KING #1734 DANVILLE PA S462335840639914 CARD 9321,-17.26,purchase,WD_001
checking,Wells Fargo,BILL PAY DISCOVER CARD ON-LINE <ACCOUNT> ON 12-05,BILL PAY DISCOVER CARD ON-LINE <ACCOUNT> ON 12-05,-250,bill_payment,BILLPAY_001
checking,Wells Fargo,BILL PAY SERVICE ELECTRIC CABLEVISION ON-LINE <ACCOUNT> ON 12-05,BILL PAY SERVICE ELECTRIC CABLEVISION ON-LINE <ACCOUNT> ON 12-05,-275.35,bill_payment,BILLPAY_001
checking,Wells Fargo,PURCHASE AUTHORIZED ON 12/03 GIANT 6287 1000 SCOTT BLOOMSBURG PA P000000281862986 CARD 9321,GIANT 6287 1000 SCOTT BLOOMSBURG PA P000000281862986 CARD 9321,-32.03,purchase,WD_001
checking,Wells Fargo,PURCHASE AUTHORIZED ON 12/03 GIANT FUEL 6287 BLOOMSBURG PA S382337660632726 CARD 9321,GIANT FUEL 6287 BLOOMSBURG PA S382337660632726 CARD 9321,-39.64,purchase,WD_001
checking,Wells Fargo,VENMO PAYMENT <DATECODE> <ID> <HUSBAND>,VENMO PAYMENT <DATECODE> <ID> <HUSBAND>,-40,purchase,WD_001
checking,Wells Fargo,MOBILE DEPOSIT : REF NUMBER :<ID>,MOBILE DEPOSIT : REF NUMBER :<ID>,200,deposit,DEP_001
checking,Wells Fargo,ZELLE FROM GARRISON MICHELE ON 12/04 REF # PP0QVKYPFB,ZELLE FROM GARRISON MICHELE ON 12/04 REF # PP0QVKYPFB,250,deposit,DEP_001
checking,Wells Fargo,SPRINT8006396111 ACHBILLPAY DEC 03 <ACCOUNT> <HUSBAND>,SPRINT8006396111 ACHBILLPAY DEC 03 <ACCOUNT> <HUSBAND>,-303.6,bill_payment,BILLPAY_001
checking,Wells Fargo,PURCHASE AUTHORIZED ON 12/07 GIANT 6287 1000 SCOTT BLOOMSBURG PA P000000981203600 CARD 9321,GIANT 6287 1000 SCOTT BLOOMSBURG PA P000000981203600 CARD 9321,-23.15,purchase,WD_001
checking,Wells Fargo,AMERICAN EXPRESS ACH PMT <DATECODE> <ID> <SEXY_WIFE>,AMERICAN EXPRESS ACH PMT <DATECODE> <ID> <SEXY_WIFE>,-296.8,purchase,WD_001
checking,Wells Fargo,PURCHASE AUTHORIZED ON 12/07 SHEETZ 0372 0000 DANVILLE PA S302341461194012 CARD 9321,SHEETZ 0372 0000 DANVILLE PA S302341461194012 CARD 9321,-5.59,purchase,WD_001
checking,Wells Fargo,"SIMULSTAT DIRECT DEP <DATECODE> 4175644645185LH TUCHMAN,MICHAEL","SIMULSTAT DIRECT DEP <DATECODE> 4175644645185LH TUCHMAN, MICHAEL",5412.74,deposit,PAYROLL_001
checking,Wells Fargo,GEISINGER PR PAYMENT <DATECODE> <ID> MARGARET KNOWLES-TUCHM,GEISINGER PR PAYMENT <DATECODE> <ID> MARGARET KNOWLES-TUCHM,6719.51,deposit,DEP_001
checking,Wells Fargo,PURCHASE AUTHORIZED ON 12/11 MCDONALD'S <ID> BLOOMSBURG PA S382345857232307 CARD 9321,MCDONALD'S <ID> BLOOMSBURG PA S382345857232307 CARD 9321,-12.62,purchase,WD_001
checking,Wells Fargo,PURCHASE AUTHORIZED ON 12/11 WM SUPERC WAL-MART SUP BLOOMSBURG PA P000000933229090 CARD 9321,WM SUPERC WAL-MART SUP BLOOMSBURG PA P000000933229090 CARD 9321,-122.63,purchase,WD_001
checking,Wells Fargo,CHECK # 7581,CHECK # 7581,-1276,check,CHECK_001
checking,Wells Fargo,PURCHASE AUTHORIZED ON 12/10 GIANT 6262 328 CHURCH DANVILLE PA P000000889787293 CARD 9321,GIANT 6262 328 CHURCH DANVILLE PA P000000889787293 CARD 9321,-156.71,purchase,WD_001
checking,Wells Fargo,PURCHASE AUTHORIZED ON 12/10 BURGER KING #1734 DANVILLE PA S382345019490320 CARD 9321,BURGER KING #1734 DANVILLE PA S382345019490320 CARD 9321,-16.73,purchase,WD_001
checking,Wells Fargo,PURCHASE AUTHORIZED ON 12/12 GIANT 6262 328 CHURCH DANVILLE PA P000000684452789 CARD 9321,GIANT 6262 328 CHURCH DANVILLE PA P000000684452789 CARD 9321,-18.39,purchase,WD_001
checking,Wells Fargo,ONLINE TRANSFER TO TUCHMAN D REF #IB0H5MJQJ3 EVERYDAY CHECKING DISCOVER PAYMENT COMES OUT OF LOAN TOTAL,ONLINE TRANSFER TO TUCHMAN D REF #IB0H5MJQJ3 EVERYDAY CHECKING DISCOVER PAYMENT COMES OUT OF LOAN TOTAL,-200,transfer,TRANSFER_001
checking,Wells Fargo,BILL PAY WF MORTGAGE ON-LINE 0495334XXX ON 12-12,BILL PAY WF MORTGAGE ON-LINE 0495334XXX ON 12-12,-2200,bill_payment,BILLPAY_001
checking,Wells Fargo,PURCHASE AUTHORIZED ON 12/10 WEIS MARKETS 01 DANVILLE PA P000000875497837 CARD 9321,WEIS MARKETS 01 DANVILLE PA P000000875497837 CARD 9321,-44.36,purchase,WD_001
checking,Wells Fargo,BILL PAY VEOLIA WATER ON-LINE <ACCOUNT> ON 12-12,BILL PAY VEOLIA WATER ON-LINE <ACCOUNT> ON 12-12,-75,bill_payment,BILLPAY_001
checking,Wells Fargo,MOBILE DEPOSIT : REF NUMBER :<ID>,MOBILE DEPOSIT : REF NUMBER :<ID>,5000,deposit,DEP_001
checking,Wells Fargo,ONLINE TRANSFER TO TUCHMAN D REF #IB0H62TX8Q EVERYDAY CHECKING DMT ASSIST,ONLINE TRANSFER TO TUCHMAN D REF #IB0H62TX8Q EVERYDAY CHECKING DMT ASSIST,-5000,transfer,TRANSFER_001
checking,Wells Fargo,ONLINE SCHED PAYMENT REF #OP0H5VVT4D TO PERSONAL LINE OF CREDIT <ACCOUNT>,ONLINE SCHED PAYMENT REF #OP0H5VVT4D TO PERSONAL LINE OF CREDIT <ACCOUNT>,-6500,purchase,WD_001
checking,Wells Fargo,MOBILE DEPOSIT : REF NUMBER :<ID>,MOBILE DEPOSIT : REF NUMBER :<ID>,3400,deposit,DEP_001
checking,Wells Fargo,PWP NETFLIX.COM PRIVACYCOM TN: 1330347 (<PHONE>,PWP NETFLIX. COM PRIVACYCOM TN: 1330347 (<PHONE>,-21.19,purchase,WD_001
checking,Wells Fargo,ONLINE TRANSFER TO TUCHMAN D EVERYDAY CHECKING <ACCOUNT> REF #IB0H68FWMZ ON <DATE>,ONLINE TRANSFER TO TUCHMAN D EVERYDAY CHECKING <ACCOUNT> REF #IB0H68FWMZ ON <DATE>,-3000,transfer,TRANSFER_001
checking,Wells Fargo,PURCHASE AUTHORIZED ON 12/12 SHEETZ 0372 0000 DANVILLE PA S382346485525793 CARD 9321,SHEETZ 0372 0000 DANVILLE PA S382346485525793 CARD 9321,-4.76,purchase,WD_001
checking,Wells Fargo,FIDELITY FPRS <DATECODE> 82831 <ACCOUNT> MARGARET KNOWLES-TUCHM,FIDELITY FPRS <DATECODE> 82831 <ACCOUNT> MARGARET KNOWLES-TUCHM,-178.73,purchase,WD_001
checking,Wells Fargo,BILL PAY PPL ELECTRIC UTILITIES ON-LINE <ACCOUNT> ON 12-15,BILL PAY PPL ELECTRIC UTILITIES ON-LINE <ACCOUNT> ON 12-15,-234.45,bill_payment,BILLPAY_001
checking,Wells Fargo,FARMERS PC RP INS PAYMNT DEC 22 <ACCOUNT> TUCHMAN MICHAEL,FARMERS PC RP INS PAYMNT DEC 22 <ACCOUNT> TUCHMAN MICHAEL,-323.29,purchase,WD_001
checking,Wells Fargo,PURCHASE AUTHORIZED ON 12/14 SURPLUS OUTLET NORTHUMBERLAN PA S582348840247924 CARD 9321,SURPLUS OUTLET NORTHUMBERLAN PA S582348840247924 CARD 9321,-103.93,purchase,WD_001
checking,Wells Fargo,PURCHASE AUTHORIZED ON 12/17 GIANT 6262 328 CHURCH DANVILLE PA P000000285223779 CARD 9321,GIANT 6262 328 CHURCH DANVILLE PA P000000285223779 CARD 9321,-36.26,purchase,WD_001
checking,Wells Fargo,PURCHASE AUTHORIZED ON 12/17 GIANT 6262 328 CHURCH DANVILLE PA P000000589098360 CARD 9321,GIANT 6262 328 CHURCH DANVILLE PA P000000589098360 CARD 9321,-4.15,purchase,WD_001
checking,Wells Fargo,PURCHASE AUTHORIZED ON 12/19 GIANT FUEL 6262 DANVILLE PA S582353496501870 CARD 9321,GIANT FUEL 6262 DANVILLE PA S582353496501870 CARD 9321,-36.99,purchase,WD_001
checking,Wells Fargo,PURCHASE AUTHORIZED ON 12/20 BETH MAIN LPC BCC WWW.BETHMAIN. ME S382354854528977 CARD 9321,BETH MAIN LP C BCC WWW. BETHMAIN. ME S382354854528977 CARD 9321,-220,purchase,WD_001
checking,Wells Fargo,PURCHASE AUTHORIZED ON 12/20 VIAJES ATALAYA SA EIVISSA ESP S582354682394891 <SEXY_WIFE>,VIAJES ATALAYA SA EIVISSA ESP S582354682394891 <SEXY_WIFE>,-395.33,purchase,WD_001
checking,Wells Fargo,VENMO PAYMENT <DATECODE> <ID> <HUSBAND>,VENMO PAYMENT <DATECODE> <ID> <HUSBAND>,-40,purchase,WD_001
checking,Wells Fargo,PURCHASE AUTHORIZED ON 12/20 MCDONALD'S <ID> WILLIAM PA S382354678129157 CARD 9321,MCDONALD'S <ID> WILLIAM PA S382354678129157 CARD 9321,-7.29,purchase,WD_001
checking,Wells Fargo,PURCHASE AUTHORIZED ON 12/21 SQ *PAYTON?S PLACE DANVILLE PA S382355586912207 CARD 9321,SQ *PAYTON? S PLACE DANVILLE PA S382355586912207 CARD 9321,-27.6,purchase,WD_001
checking,Wells Fargo,PURCHASE AUTHORIZED ON 12/21 GIANT 6262 328 CHURCH DANVILLE PA P000000682051100 CARD 9321,GIANT 6262 328 CHURCH DANVILLE PA P000000682051100 CARD 9321,-32.33,purchase,WD_001
checking,Wells Fargo,PURCHASE AUTHORIZED ON 12/22 GIANT 6262 328 CHURCH DANVILLE PA P000000185737471 CARD 9321,GIANT 6262 328 CHURCH DANVILLE PA P000000185737471 CARD 9321,-87.79,purchase,WD_001
checking,Wells Fargo,ONLINE TRANSFER TO TUCHMAN D REF #IB0H8R45CK EVERYDAY CHECKING DISC ADVANCE 7%,ONLINE TRANSFER TO TUCHMAN D REF #IB0H8R45CK EVERYDAY CHECKING DISC ADVANCE 7%,-400,transfer,TRANSFER_001
checking,Wells Fargo,GEISINGER PR PAYMENT <DATECODE> <ID> MARGARET KNOWLES-TUCHM,GEISINGER PR PAYMENT <DATECODE> <ID> MARGARET KNOWLES-TUCHM,1850.48,deposit,DEP_001
checking,Wells Fargo,RECURRING TRANSFER TO TUCHMAN D REF #OP0H936MVH EVERYDAY CHECKING MONTHLY EXP,RECURRING TRANSFER TO TUCHMAN D REF #OP0H936MVH EVERYDAY CHECKING MONTHLY EXP,-300,transfer,TRANSFER_001
checking,Wells Fargo,M.I.T FEDERAL CU TRANSFER 89947 MICHAEL FREDRIC TUCHMA,M. I. T FEDERAL CU TRANSFER 89947 MICHAEL FREDRIC TUCHMA,-441.99,transfer,TRANSFER_001
checking,Wells Fargo,PURCHASE AUTHORIZED ON 12/28 DUNHAMS 087 BLOOMSBURG PA P582362683709291 CARD 9321,DUNHAMS 087 BLOOMSBURG PA P582362683709291 CARD 9321,-82.66,purchase,WD_001
checking,Wells Fargo,PURCHASE AUTHORIZED ON 12/28 CARINI PIZZERIA & DANVILLE PA S462362704645989 CARD 9321,CARINI PIZZERIA & DANVILLE PA S462362704645989 CARD 9321,-10,purchase,WD_001
checking,Wells Fargo,PURCHASE AUTHORIZED ON 12/27 BURGER KING #1734 DANVILLE PA S302361769439461 CARD 9321,BURGER KING #1734 DANVILLE PA S302361769439461 CARD 9321,-15.34,purchase,WD_001
checking,Wells Fargo,M.I.T FEDERAL CU TRANSFER 89947 MICHAEL FREDRIC TUCHMA,M. I. T FEDERAL CU TRANSFER 89947 MICHAEL FREDRIC TUCHMA,-404.37,transfer,TRANSFER_001
checking,Wells Fargo,BILL PAY UGI PENN NATURAL GAS ON-LINE <ACCOUNT> ON 12-29,BILL PAY UGI PENN NATURAL GAS ON-LINE <ACCOUNT> ON 12-29,-75,bill_payment,BILLPAY_001
checking,Wells Fargo,WEST COAST LIFE INS. PREM. <DATECODE> WC1Z02468012 MARGARET KNOWLES-TUCHM,WEST COAST LIFE INS. PREM. <DATECODE> WC1Z02468012 MARGARET KNOWLES-TUCHM,-42.7,purchase,WD_001
checking,Wells Fargo,RECURRING PAYMENT AUTHORIZED ON 12/31 HLU*HULU <ID> HULU.COM/BILL CA S583001187963603 CARD 9321,HLU*HULU <ID> HULU. COM/BILL CA S583001187963603 CARD 9321,-15.89,purchase,WD_001
checking,Wells Fargo,ONLINE TRANSFER REF #IB0HCCD3DJ FROM PERSONAL LINE OF CREDIT <ACCOUNT> ON <DATE>,ONLINE TRANSFER REF #IB0HCCD3DJ FROM PERSONAL LINE OF CREDIT <ACCOUNT> ON <DATE>,600,deposit,DEP_001
checking,Wells Fargo,BILL PAY SERVICE ELECTRIC CABLEVISION ON-LINE <ACCOUNT> ON 01-04,BILL PAY SERVICE ELECTRIC CABLEVISION ON-LINE <ACCOUNT> ON 01-04,-280,bill_payment,BILLPAY_001
checking,Wells Fargo,SPRINT8006396111 ACHBILLPAY JAN 03 <ACCOUNT> <HUSBAND>,SPRINT8006396111 ACHBILLPAY JAN 03 <ACCOUNT> <HUSBAND>,-303.6,bill_payment,BILLPAY_001
checking,Wells Fargo,BILL PAY UGI PENN NATURAL GAS ON-LINE <ACCOUNT> ON 01-04,BILL PAY UGI PENN NATURAL GAS ON-LINE <ACCOUNT> ON 01-04,-41.61,bill_payment,BILLPAY_001
checking,Wells Fargo,RECURRING TRANSFER FROM TUCHMAN A REF #OP0HD6FD2D CHECKING ALBANY PART 1,RECURRING TRANSFER FROM TUCHMAN A REF #OP0HD6FD2D CHECKING ALBANY PART 1,150,deposit,DEP_001
checking,Wells Fargo,GEISINGER PR PAYMENT <DATECODE> <ID> MARGARET KNOWLES-TUCHM,GEISINGER PR PAYMENT <DATECODE> <ID> MARGARET KNOWLES-TUCHM,1863.68,deposit,DEP_001
checking,Wells Fargo,PURCHASE AUTHORIZED ON 01/05 WENDY'S 191-20 DANVILLE PA S303005857690209 CARD 9321,WENDY'S 191-20 DANVILLE PA S303005857690209 CARD 9321,-14.72,purchase,WD_001
checking,Wells Fargo,PURCHASE AUTHORIZED ON 01/07 3745 GREAT CLIPS W DANVILLE PA S383007806816002 <SEXY_WIFE>,3745 GREAT CLIPS W DANVILLE PA S383007806816002 <SEXY_WIFE>,-15,purchase,WD_001
checking,Wells Fargo,PURCHASE AUTHORIZED ON 01/07 GIANT 6262 328 CHURCH DANVILLE PA P000000280777415 CARD 9321,GIANT 6262 328 CHURCH DANVILLE PA P000000280777415 CARD 9321,-219.61,purchase,WD_001
checking,Wells Fargo,BILL PAY DISCOVER CARD ON-LINE <ACCOUNT> ON 01-09,BILL PAY DISCOVER CARD ON-LINE <ACCOUNT> ON 01-09,-250,bill_payment,BILLPAY_001
checking,Wells Fargo,AMERICAN EXPRESS ACH PMT <DATECODE> <ID> <SEXY_WIFE>,AMERICAN EXPRESS ACH PMT <DATECODE> <ID> <SEXY_WIFE>,-256.69,purchase,WD_001
checking,Wells Fargo,ONLINE SCHED PAYMENT REF #OP0HDBZV82 TO PERSONAL LINE OF CREDIT RR PAYBACK OF SHORT TERM LOAN,ONLINE SCHED PAYMENT REF #OP0HDBZV82 TO PERSONAL LINE OF CREDIT RR PAYBACK OF SHORT TERM LOAN,-600,purchase,WD_001
checking,Wells Fargo,BILL PAY WF MORTGAGE ON-LINE 0495334XXX ON 01-10,BILL PAY WF MORTGAGE ON-LINE 0495334XXX ON 01-10,-2200,bill_payment,BILLPAY_001
checking,Wells Fargo,INSTAMED GEISINGER <ID> <HUSBAND>,INSTAMED GEISINGER <ID> <HUSBAND>,-25,purchase,WD_001
checking,Wells Fargo,"SIMULSTAT DIRECT DEP <DATECODE> 2950663631835LH TUCHMAN,MICHAEL","SIMULSTAT DIRECT DEP <DATECODE> 2950663631835LH TUCHMAN, MICHAEL",4884.82,deposit,PAYROLL_001
checking,Wells Fargo,CHECK # 7582,CHECK # 7582,-1000,check,CHECK_001
checking,Wells Fargo,PURCHASE AUTHORIZED ON 01/12 GIANT 6262 328 CHURCH DANVILLE PA P000000787085969 CARD 9321,GIANT 6262 328 CHURCH DANVILLE PA P000000787085969 CARD 9321,-23.05,purchase,WD_001
checking,Wells Fargo,PURCHASE AUTHORIZED ON 01/10 BURGER KING #12457 LEWISBURG PA S303011051936491 CARD 9321,BURGER KING #12457 LEWISBURG PA S303011051936491 CARD 9321,-6.56,purchase,WD_001
checking,Wells Fargo,BILL PAY VEOLIA WATER ON-LINE <ACCOUNT> ON 01-12,BILL PAY VEOLIA WATER ON-LINE <ACCOUNT> ON 01-12,-78.76,bill_payment,BILLPAY_001
checking,Wells Fargo,RECURRING TRANSFER FROM TUCHMAN A REF #OP0HFPHTX4 CHECKING ALBANY PART 2,RECURRING TRANSFER FROM TUCHMAN A REF #OP0HFPHTX4 CHECKING ALBANY PART 2,150,deposit,DEP_001
checking,Wells Fargo,FIDELITY FPRS <DATECODE> 82831 <ACCOUNT> MARGARET KNOWLES-TUCHM,FIDELITY FPRS <DATECODE> 82831 <ACCOUNT> MARGARET KNOWLES-TUCHM,-178.73,purchase,WD_001
checking,Wells Fargo,PWP NETFLIX PRIVACYCOM TN: 3242339 (<PHONE>,PWP NETFLIX PRIVACYCOM TN: 3242339 (<PHONE>,-21.19,purchase,WD_001
